TARGET_B,ID,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCatStarAll,DemCluster,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,LOG_GiftAvg36,LOG_GiftAvgAll,LOG_GiftAvgLast,LOG_GiftCnt36,LOG_GiftCntAll,LOG_GiftCntCard36,LOG_GiftCntCardAll,REP_StatusCat96NK,IMP_DemAge,IMP_LOG_GiftAvgCard36,IMP_REP_DemMedIncome,M_DemAge,M_LOG_GiftAvgCard36,M_REP_DemMedIncome
0,143218,17,25,12,25,21,6,12,10,0,8,F,H,"136,200",14,2.602689685,2.602689685,2.772588722,1.098612289,1.098612289,1.098612289,1.098612289,N,63,2.602689685,22378,0,0,0
0,143260,26,67,12,34,55,5,16,22,0,6,M,H,"209,100",8,3.135494216,2.955951404,3.258096538,1.386294361,2.302585093,0.693147181,1.609437912,A,59,3.044522438,48596,0,0,0
1,143253,17,52,12,33,40,6,16,17,0,8,F,H,"208,900",8,2.128231706,2.095560924,2.397895273,1.791759469,2.197224577,1.098612289,1.386294361,A,76,2.079441542,48596,0,0,0
0,147916,17,29,15,30,31,6,14,12,0,3,F,U,"204,200",24,2.397895273,2.251291799,2.397895273,1.609437912,1.945910149,1.386294361,1.386294361,A,59.26291209,2.539236994,53570.85049,1,0,1
0,143290,17,45,12,28,32,6,12,12,0,2,U,U,"258,100",21,2.302585093,2.219203484,2.63905733,1.609437912,1.791759469,1.098612289,1.386294361,A,59.26291209,2.397895273,53570.85049,1,0,1
0,143279,19,32,10,24,22,4,10,9,0,6,F,H,"209,200",14,2.772588722,2.772588722,3.044522438,1.098612289,1.098612289,0.693147181,0.693147181,A,59.26291209,2.397895273,53668,1,0,0
1,7346,9,65,22,34,65,7,7,16,0,6,F,H,"193,600",11,2.63905733,2.462149663,2.772588722,1.098612289,2.48490665,0,1.098612289,A,59.26291209,2.585531718,36370,1,1,0
1,143351,17,33,12,27,27,6,13,11,0,2,M,U,"247,600",42,2.197224577,2.197224577,2.397895273,1.609437912,1.609437912,1.386294361,1.386294361,A,59.26291209,2.233235015,53570.85049,1,0,1
0,143349,24,24,8,19,16,3,7,6,0,8,M,H,"121,500",20,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,70,3.044522438,40805,0,0,0
0,143414,25,52,13,31,39,6,15,17,0,10,M,H,"122,600",11,3.113515309,2.90416508,3.091042453,1.098612289,1.609437912,0.693147181,1.098612289,A,55,3.135494216,23864,0,0,0
0,144733,20,73,13,31,48,6,6,20,0,3,M,H,"349,400",34,3.218875825,3.091042453,3.258096538,1.098612289,1.609437912,0,0.693147181,A,55,2.585531718,66971,0,1,0
1,12003,8,75,32,53,88,8,18,26,0,7,F,U,"362,600",20,2.871868286,2.588515632,3.433987205,1.386294361,2.833213344,1.098612289,1.791759469,A,68,2.772588722,66971,0,0,0
1,143528,19,129,14,31,58,6,14,25,1,1,F,U,"292,500",7,2.397895273,2.142416341,2.397895273,2.079441542,3.091042453,1.609437912,2.48490665,A,48,2.374905755,53570.85049,0,0,1
1,143523,15,76,13,32,53,5,5,20,1,4,F,U,"283,300",9,1.791759469,1.549687908,1.791759469,1.609437912,2.890371758,0,1.945910149,A,78,2.585531718,42450,0,1,0
1,143518,17,68,13,35,53,6,17,22,0,1,M,H,"364,500",12,2.908539062,2.612273246,2.890371758,1.386294361,2.197224577,0.693147181,1.098612289,A,63,2.772588722,42450,0,0,0
0,143501,18,28,12,26,24,6,13,11,0,13,F,U,"545,300",27,2.708050201,2.708050201,3.044522438,1.386294361,1.386294361,1.098612289,1.098612289,A,59.26291209,2.48490665,53570.85049,1,0,1
1,143565,18,76,11,29,47,5,5,18,0,5,F,H,"138,700",22,2.833213344,2.517696473,2.890371758,1.098612289,1.791759469,0,0.693147181,A,67,2.585531718,39524,0,1,0
0,130460,17,25,14,25,26,6,12,10,1,4,F,U,"594,100",31,2.917770732,2.917770732,2.772588722,1.609437912,1.609437912,1.386294361,1.386294361,N,87,2.772588722,137945,0,0,0
1,143672,21,76,13,32,59,6,17,24,1,13,M,H,"597,600",35,2.763800216,2.363680192,2.772588722,2.079441542,2.995732274,1.945910149,2.63905733,A,59.26291209,2.761906874,137945,1,0,0
0,143626,15,29,11,24,23,5,11,10,0,13,F,U,"595,200",38,2.772588722,2.772588722,2.772588722,1.386294361,1.386294361,1.098612289,1.098612289,A,73,2.772588722,137945,0,0,0
1,143691,18,43,13,32,32,6,6,13,0,2,F,U,"409,300",37,2.793003907,2.788092909,2.833213344,1.386294361,1.609437912,0,0.693147181,A,67,2.585531718,53570.85049,0,1,1
0,143773,15,67,12,31,55,5,13,20,1,10,U,U,"143,800",7,1.85629799,2.014903021,1.791759469,1.791759469,2.708050201,0.693147181,1.609437912,A,59.26291209,1.945910149,53570.85049,1,0,1
1,155967,21,122,11,29,76,5,15,32,1,27,F,U,"252,100",35,1.945910149,1.880990603,1.945910149,1.945910149,3.610917913,1.945910149,3.17805383,A,77,1.945910149,38929,0,0,0
0,143817,16,16,10,14,13,5,7,6,0,2,M,H,"228,200",17,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,75,3.044522438,38929,0,0,0
0,143895,20,57,13,34,48,6,6,20,0,13,F,U,"556,100",36,3.258096538,2.983153491,3.258096538,1.098612289,1.609437912,0,0.693147181,A,59.26291209,2.585531718,53570.85049,1,1,1
0,143855,17,17,9,13,12,4,6,5,0,2,M,U,"418,800",32,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,2.772588722,53570.85049,1,0,1
0,143950,16,76,16,37,60,6,17,24,1,1,F,U,"438,300",22,2.1102132,2.03077637,2.197224577,2.197224577,3.091042453,1.945910149,2.48490665,A,59.26291209,2.079441542,53570.85049,1,0,1
1,143936,17,28,13,27,24,6,13,11,0,3,M,H,"495,600",31,3.511545439,3.511545439,3.713572067,1.098612289,1.098612289,0.693147181,0.693147181,A,46,3.258096538,86002,0,0,0
1,186486,9,40,18,37,41,7,17,16,1,1,F,U,"504,500",36,1.945910149,1.871802177,1.791759469,2.197224577,2.564949358,1.791759469,2.079441542,A,59.26291209,1.974081026,53570.85049,1,0,1
0,12244,20,128,33,54,112,6,17,33,1,15,F,H,"281,300",12,2.473171394,2.400618833,2.397895273,2.079441542,3.555348062,1.791759469,3.091042453,A,76,2.468099532,72750,0,0,0
1,1092,6,76,27,48,100,10,20,34,1,3,M,H,"581,700",27,2.447550863,2.383242996,2.397895273,2.302585093,3.496507562,1.945910149,2.772588722,A,69,2.539236994,72750,0,0,0
1,188547,5,73,31,52,102,13,23,37,1,10,M,U,0,0,3.06479181,3.056827373,3.931825633,2.079441542,3.17805383,1.609437912,2.302585093,A,59.26291209,3.079613758,53570.85049,1,0,1
1,1549,24,49,13,28,35,6,13,12,0,13,M,U,"586,300",41,3.931825633,3.931825633,3.931825633,0.693147181,1.386294361,0.693147181,0.693147181,A,81,3.931825633,53570.85049,0,0,1
1,143996,18,44,12,32,38,6,17,17,1,13,F,H,"595,100",30,2.302585093,2.089391873,1.791759469,1.609437912,2.564949358,1.386294361,1.945910149,A,47,2.26902831,170752,0,0,0
0,144026,20,89,13,29,54,6,6,23,0,10,F,H,"146,500",7,2.772588722,2.719319793,2.772588722,0.693147181,1.945910149,0,1.098612289,A,63,2.585531718,30094,0,1,0
1,144021,18,63,13,34,56,6,17,21,1,10,F,U,"159,000",6,2.772588722,2.674148649,2.772588722,1.609437912,2.397895273,1.609437912,2.197224577,A,48,2.772588722,30094,0,0,0
1,144076,16,105,13,33,69,6,17,28,0,13,M,H,"598,000",17,3.964046034,3.682609841,4.110873864,1.386294361,2.197224577,1.386294361,1.945910149,A,85,3.964046034,155586,0,0,0
1,144050,20,24,13,24,23,6,11,9,0,13,M,H,"598,200",32,3.157000421,3.157000421,3.258096538,1.098612289,1.098612289,1.098612289,1.098612289,N,59.26291209,3.157000421,155586,1,0,0
1,3918,16,123,40,58,129,6,15,32,1,13,F,H,"593,100",31,2.813610697,2.625392967,2.833213344,1.386294361,3.295836866,1.386294361,2.708050201,A,68,2.813610697,155586,0,0,0
1,144110,17,102,13,30,61,6,13,25,1,3,F,H,"588,200",20,3.258096538,2.377692566,3.258096538,0.693147181,2.302585093,0.693147181,2.079441542,A,62,3.258096538,86256,0,0,0
0,144109,18,103,14,36,74,6,17,29,1,1,U,U,"500,000",24,2.379546134,2.343727036,2.48490665,1.791759469,2.995732274,1.098612289,2.197224577,A,71,2.197224577,53570.85049,0,0,1
0,144143,25,73,9,26,33,4,4,13,0,10,F,H,"98,000",33,2.772588722,2.233235015,2.772588722,0.693147181,1.386294361,0,1.098612289,A,58,2.585531718,34864,0,1,0
1,144356,15,116,13,33,61,6,6,29,0,7,F,U,"285,500",17,2.793003907,2.020222182,3.044522438,1.386294361,2.63905733,0,1.386294361,A,59.26291209,2.585531718,53570.85049,1,1,1
1,144351,21,126,9,23,48,5,14,25,1,7,F,H,"285,500",17,3.157000421,2.522523513,3.258096538,1.098612289,2.63905733,1.098612289,2.397895273,A,61,3.157000421,47073,0,0,0
1,144393,19,119,13,35,69,6,6,27,1,5,F,U,"202,400",21,2.397895273,2.264883226,2.397895273,1.791759469,2.995732274,0,2.079441542,A,78,2.585531718,53570.85049,0,1,1
0,144525,25,56,12,30,43,6,6,17,0,2,M,H,"242,700",36,3.713572067,2.917770732,3.713572067,0.693147181,1.609437912,0,0.693147181,A,59.26291209,2.585531718,36902,1,1,0
1,144577,17,81,11,27,50,4,10,18,0,3,M,H,"573,900",12,2.708050201,2.33117255,2.772588722,1.098612289,2.079441542,1.098612289,1.609437912,A,81,2.708050201,104651,0,0,0
0,144638,19,105,12,31,65,5,5,26,1,8,M,H,"232,700",17,2.890371758,2.797281335,2.944438979,1.098612289,2.397895273,0,1.791759469,A,59.26291209,2.585531718,40640,1,1,0
1,144631,19,64,13,34,47,6,16,19,1,6,F,H,"233,900",16,2.931193752,2.629006994,2.995732274,1.609437912,2.079441542,0.693147181,1.098612289,A,35,3.044522438,40640,0,0,0
0,144624,12,52,20,38,46,8,8,18,1,6,M,H,"233,900",28,3.258096538,2.961658293,2.63905733,1.386294361,1.945910149,0,0.693147181,A,32,2.585531718,40640,0,1,0
0,144673,18,115,14,35,79,6,16,30,1,8,F,H,"139,400",17,3.012097628,2.691920819,3.044522438,1.386294361,2.890371758,1.098612289,2.48490665,A,59.26291209,2.995732274,35778,1,0,0
0,144655,18,35,13,28,27,6,6,12,0,10,F,H,"125,000",7,3.496507562,3.465735903,3.496507562,0.693147181,1.098612289,0,0.693147181,A,58,2.585531718,35778,0,1,0
0,144725,23,68,14,36,59,6,17,23,1,2,F,U,"470,000",28,3.616308761,3.339321978,3.761200116,1.791759469,2.397895273,1.386294361,1.791759469,A,67,3.63758616,122685,0,0,0
1,144714,23,34,10,24,24,4,10,10,0,13,F,U,"501,400",22,2.833213344,2.63905733,2.833213344,0.693147181,1.098612289,0.693147181,1.098612289,A,59.26291209,2.833213344,53570.85049,1,0,1
0,144829,20,110,14,35,54,6,16,20,1,13,M,H,"593,500",34,3.157000421,2.814809738,3.258096538,1.945910149,2.63905733,1.791759469,2.302585093,A,39,3.17805383,130237,0,0,0
0,144822,24,77,11,30,60,5,13,22,0,13,F,U,"574,800",32,2.397895273,3.070375817,2.397895273,0.693147181,2.48490665,0.693147181,1.609437912,A,59.26291209,2.397895273,53570.85049,1,0,1
0,10847,7,29,30,45,56,8,16,14,1,13,F,U,"595,600",49,3.683866912,3.673258073,3.663561646,1.791759469,2.197224577,1.098612289,1.098612289,A,73,3.569532697,53570.85049,0,0,1
0,144846,20,23,13,24,23,6,11,9,0,0,F,H,"576,500",0,3.650658241,3.650658241,3.713572067,1.098612289,1.098612289,1.098612289,1.098612289,N,33,3.650658241,105701,0,0,0
1,144906,25,25,7,18,15,3,7,6,0,3,U,H,"378,100",21,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,72,3.044522438,86116,0,0,0
0,6451,20,75,20,42,82,6,17,24,1,0,M,H,"418,700",0,2.374905755,2.318458442,2.602689685,1.945910149,2.833213344,1.609437912,2.397895273,A,55,2.351375257,86116,0,0,0
1,85416,26,77,11,31,47,5,5,18,1,27,F,U,"330,300",23,3.044522438,2.708050201,3.044522438,0.693147181,1.609437912,0,0.693147181,A,59.26291209,2.585531718,53570.85049,1,1,1
0,145004,25,105,13,32,69,6,15,27,1,3,M,H,"329,300",34,3.650658241,3.309082093,3.258096538,1.098612289,2.48490665,0.693147181,1.945910149,A,51,3.258096538,75923,0,0,0
0,144993,16,76,14,32,47,6,15,18,1,2,F,H,"305,900",25,1.791759469,1.791759469,1.791759469,2.397895273,2.833213344,2.079441542,2.197224577,A,61,1.791759469,75923,0,0,0
0,144990,16,56,11,26,38,5,11,15,0,3,F,U,"345,500",17,2.772588722,2.197224577,2.772588722,0.693147181,1.609437912,0.693147181,1.098612289,A,33,2.772588722,75923,0,0,0
0,144963,20,29,12,25,24,6,13,12,0,3,F,U,"304,200",34,2.397895273,2.277267285,2.397895273,1.386294361,1.609437912,1.386294361,1.609437912,A,59.26291209,2.397895273,53570.85049,1,0,1
1,145120,16,91,14,35,63,6,16,26,1,1,F,H,"561,900",24,2.803360381,2.606386547,2.772588722,1.098612289,2.48490665,0.693147181,2.079441542,A,60,2.772588722,88402,0,0,0
1,145214,16,75,13,28,41,6,12,16,0,5,F,U,"177,800",33,2.833213344,2.63905733,3.044522438,1.098612289,1.609437912,0.693147181,1.098612289,A,51,3.044522438,53570.85049,0,0,1
1,145231,15,56,9,26,39,4,13,16,1,4,U,U,0,26,1.945910149,1.867176109,1.945910149,2.197224577,2.772588722,2.079441542,2.48490665,A,59.26291209,1.945910149,53570.85049,1,0,1
1,1617,6,45,28,47,63,11,21,24,1,13,F,H,"597,000",38,2.539236994,2.414126468,2.48490665,1.945910149,2.48490665,1.791759469,2.079441542,A,75,2.564949358,174183,0,0,0
0,10319,12,103,30,30,95,6,6,26,1,13,F,H,"594,800",25,0,3.323596136,3.258096538,0,2.890371758,0,1.386294361,A,78,2.585531718,174183,0,1,0
1,145275,25,68,12,34,54,6,17,23,1,1,F,U,"383,300",13,2.871868286,2.58021683,2.944438979,1.386294361,2.397895273,0.693147181,1.945910149,A,66,2.833213344,53570.85049,0,0,1
0,7691,18,29,20,34,43,6,13,11,0,4,M,H,"330,800",12,3.433987205,3.191710157,3.931825633,1.098612289,1.386294361,0.693147181,0.693147181,A,54,2.397895273,44543,0,0,0
1,364,18,85,21,42,70,9,19,26,1,1,F,H,"310,000",20,2.63905733,2.675527009,2.397895273,1.945910149,3.091042453,1.098612289,1.609437912,A,59,2.63905733,44543,0,0,0
1,145403,18,130,10,31,78,5,16,32,1,17,F,H,"273,000",21,1.974081026,1.81319475,1.791759469,2.397895273,3.871201011,2.079441542,3.135494216,A,37,1.838961071,47076,0,0,0
1,145480,20,122,12,29,68,5,12,28,1,2,F,H,"332,600",18,2.397895273,2.173614712,2.48490665,1.098612289,2.708050201,0.693147181,2.302585093,A,55,2.48490665,68819,0,0,0
0,145476,16,123,12,32,75,5,14,29,1,11,F,H,"286,400",26,2.140066164,2.033397603,2.397895273,1.609437912,2.708050201,1.386294361,2.48490665,A,53,2.233235015,68819,0,0,0
0,145460,17,53,13,32,41,6,15,17,0,2,F,H,"350,900",35,2.397895273,2.33117255,2.772588722,1.386294361,2.079441542,1.098612289,1.386294361,A,67,2.140066164,68819,0,0,0
0,145428,17,28,13,23,23,6,11,9,1,3,F,H,"339,000",29,1.824549292,1.845300236,2.079441542,1.791759469,1.945910149,1.386294361,1.386294361,A,23,1.845300236,68819,0,0,0
1,145496,17,51,13,31,40,6,13,16,0,2,M,U,"280,300",35,2.944438979,2.58021683,2.995732274,1.098612289,1.791759469,0.693147181,1.609437912,A,46,2.890371758,58918,0,0,0
1,145540,15,28,8,18,18,2,2,6,0,13,M,H,"417,800",32,2.397895273,2.397895273,2.772588722,1.098612289,1.098612289,0,0,L,59.26291209,2.585531718,73833,1,1,0
0,145538,19,24,7,18,16,4,9,7,0,24,F,H,"365,600",35,2.140066164,2.037316615,2.397895273,1.098612289,1.386294361,1.098612289,1.098612289,N,71,2.140066164,73833,0,0,0
0,144818,16,65,14,36,59,6,17,24,1,13,M,U,"446,800",36,3.390136434,3.18345588,3.526360525,1.386294361,2.772588722,1.098612289,2.197224577,A,59.26291209,3.401197382,53570.85049,1,0,1
1,144812,24,43,11,31,34,6,15,14,0,13,M,H,"360,800",32,4.394449155,4.394449155,4.394449155,0.693147181,1.098612289,0.693147181,0.693147181,A,69,4.394449155,73833,0,0,0
0,145611,18,69,13,32,60,6,15,21,1,17,F,H,"236,800",26,2.63905733,2.376764491,2.397895273,0.693147181,2.63905733,0.693147181,1.945910149,A,35,2.63905733,58882,0,0,0
1,145637,15,87,12,32,58,5,5,23,1,13,F,U,"290,800",35,2.944438979,2.847812144,3.044522438,1.098612289,2.197224577,0,1.609437912,L,49,2.585531718,43940,0,1,0
0,145646,17,29,13,27,28,6,14,12,1,16,F,H,"188,700",34,2.042518188,1.981001469,2.079441542,2.079441542,2.197224577,1.791759469,1.791759469,A,77,2.00148,68158,0,0,0
0,145724,19,125,13,35,72,6,17,30,1,8,F,H,"173,900",28,3.044522438,2.839078464,3.044522438,1.098612289,2.397895273,0.693147181,1.945910149,A,40,3.044522438,51699,0,0,0
0,145809,17,66,13,35,54,6,17,23,1,20,F,H,"160,500",29,2.564949358,2.539236994,3.258096538,1.098612289,2.772588722,0.693147181,2.079441542,A,45,2.397895273,42120,0,0,0
1,145823,16,91,14,23,47,6,11,19,0,3,F,U,"329,700",32,3.931825633,3.258096538,3.931825633,0.693147181,1.609437912,0.693147181,1.386294361,A,59.26291209,3.931825633,53570.85049,1,0,1
1,145855,17,45,12,29,34,6,15,15,0,3,M,H,"226,400",32,2.501435952,2.371177885,2.63905733,1.791759469,2.079441542,1.386294361,1.609437912,A,51,2.615203651,69733,0,0,0
1,145944,18,130,12,34,69,5,16,31,0,11,F,H,"267,900",24,2.442347035,2.0255132,2.564949358,1.609437912,2.564949358,0.693147181,1.945910149,A,70,2.397895273,56395,0,0,0
1,145982,18,86,13,35,68,6,17,28,1,20,F,U,"205,100",37,4.025351691,3.526360525,4.262679877,1.098612289,2.48490665,0.693147181,1.791759469,A,39,4.262679877,53570.85049,0,0,1
1,190534,17,79,13,33,62,6,17,25,1,8,F,U,"192,200",34,2.079441542,1.87946505,1.791759469,1.945910149,3.135494216,1.609437912,2.564949358,A,47,2.047692843,41254,0,0,0
0,146036,20,40,12,32,35,6,16,15,1,8,F,U,"189,300",13,2.468099532,2.457021446,2.397895273,1.791759469,1.945910149,1.609437912,1.791759469,A,61,2.442347035,41254,0,0,0
0,146014,17,17,11,16,14,4,6,5,0,3,U,U,"318,900",14,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,2.772588722,53570.85049,1,0,1
0,146011,17,17,10,15,13,4,6,5,0,8,F,H,"198,500",24,2.772588722,2.772588722,2.772588722,0.693147181,0.693147181,0.693147181,0.693147181,N,51,2.772588722,41254,0,0,0
0,146331,19,121,14,36,77,6,17,32,1,8,F,U,"160,800",4,2.397895273,2.093097868,2.397895273,1.609437912,2.944438979,1.098612289,2.48490665,A,59.26291209,2.442347035,53570.85049,1,0,1
0,146126,25,126,6,17,38,2,2,16,1,6,F,H,"165,700",29,2.772588722,2.320425011,2.772588722,0.693147181,2.48490665,0,2.079441542,A,70,2.585531718,47472,0,1,0
0,146106,22,75,11,31,57,5,15,23,1,6,F,H,"164,400",29,2.813610697,2.616665639,2.397895273,1.386294361,2.63905733,1.386294361,2.197224577,A,86,2.813610697,47472,0,0,0
0,146093,20,56,13,33,48,6,16,19,1,6,M,H,"161,100",23,2.917770732,2.688527535,3.044522438,1.098612289,2.079441542,1.098612289,1.791759469,A,53,2.917770732,47472,0,0,0
1,146182,17,88,13,33,60,6,17,25,1,6,F,U,"183,400",34,2.397895273,2.265921109,2.397895273,1.609437912,2.708050201,1.386294361,2.197224577,A,59.26291209,2.397895273,51425,1,0,0
1,146241,19,28,13,27,24,6,6,11,0,2,M,H,"319,600",24,3.433987205,3.433987205,3.931825633,1.098612289,1.098612289,0,0,A,63,2.585531718,76749,0,1,0
1,146341,26,111,10,28,65,5,13,29,1,7,M,H,"239,700",24,2.917770732,2.388762789,2.772588722,1.098612289,2.397895273,0.693147181,2.079441542,A,80,3.044522438,42822,0,0,0
0,146379,15,119,7,21,56,3,9,24,1,24,F,H,"329,400",35,1.871802177,1.781709133,1.791759469,1.609437912,2.944438979,1.098612289,2.197224577,A,63,1.945910149,45854,0,0,0
1,146462,16,127,14,35,78,6,16,31,1,24,M,H,"221,300",37,2.931193752,2.375835555,3.044522438,1.609437912,2.890371758,1.609437912,2.63905733,A,83,2.931193752,67986,0,0,0
0,8744,24,122,21,40,121,5,5,30,1,2,M,H,"225,200",43,2.708050201,2.247072383,2.708050201,0.693147181,3.850147602,0,2.995732274,A,85,2.585531718,67986,0,1,0
0,146487,17,113,11,27,67,4,10,24,1,7,M,H,"213,100",36,2.197224577,1.800058272,1.791759469,1.386294361,2.995732274,0.693147181,2.397895273,A,59.26291209,1.791759469,49840,1,0,0
0,146472,23,23,8,18,16,3,7,6,0,8,M,H,"162,700",25,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0.693147181,0.693147181,N,42,3.044522438,49840,0,0,0
0,146555,16,21,13,20,19,5,8,7,0,8,M,H,"348,500",15,3.433987205,3.433987205,3.433987205,1.098612289,1.098612289,1.098612289,1.098612289,N,57,3.433987205,75956,0,0,0
1,146628,15,64,12,30,49,5,13,18,1,30,F,H,"199,900",11,2.772588722,2.698673039,3.044522438,1.098612289,2.079441542,0.693147181,1.609437912,A,63,2.397895273,39057,0,0,0
0,146655,16,32,12,25,23,6,12,10,0,13,F,U,"446,700",43,2.512035317,2.512035317,3.044522438,1.386294361,1.386294361,1.098612289,1.098612289,A,40,2.602689685,53570.85049,0,0,1
0,11067,23,88,14,35,71,6,16,24,0,13,F,U,"409,800",35,3.044522438,2.983153491,3.044522438,1.098612289,2.197224577,1.098612289,1.609437912,A,49,3.044522438,73461,0,0,0
1,2020,11,129,25,45,106,11,21,42,1,14,F,U,"355,600",37,2.26902831,2.122261539,2.197224577,2.302585093,3.713572067,1.098612289,2.944438979,A,73,2.302585093,71746,0,0,0
1,163506,16,120,14,33,70,6,16,29,1,1,F,U,"355,600",37,2.708050201,2.824943953,2.772588722,1.791759469,2.708050201,1.386294361,2.079441542,A,59.26291209,2.662355242,53570.85049,1,0,1
1,146742,25,112,10,27,55,5,13,24,0,14,M,H,"390,900",40,2.772588722,2.508785924,2.772588722,1.098612289,2.079441542,0.693147181,1.609437912,A,67,2.772588722,71746,0,0,0
1,146703,22,29,10,24,22,4,10,9,0,33,U,U,"67,500",56,2.602689685,2.602689685,2.772588722,1.098612289,1.098612289,1.098612289,1.098612289,A,59.26291209,2.602689685,53570.85049,1,0,1
1,146814,15,81,12,34,63,5,5,24,0,19,M,H,"215,900",30,2.917770732,2.785011242,2.772588722,1.098612289,2.397895273,0,1.098612289,L,51,2.585531718,53218,0,1,0
1,146928,24,74,12,34,58,6,17,25,0,3,U,H,"461,500",29,3.044522438,2.756840365,3.044522438,1.386294361,2.564949358,0.693147181,1.386294361,A,59.26291209,3.044522438,89546,1,0,0
1,147045,15,76,13,32,55,6,15,21,1,2,F,H,"198,900",29,2.360854001,2.186051277,2.397895273,1.791759469,2.397895273,1.098612289,1.609437912,A,59.26291209,2.351375257,31050,1,0,0
0,147096,20,93,10,31,66,5,16,28,1,3,F,H,"254,000",37,3.473518043,3.087399462,3.258096538,1.609437912,2.564949358,1.386294361,2.197224577,A,81,3.536019608,61361,0,0,0
0,147270,17,112,13,35,64,6,17,30,1,3,M,U,"539,200",43,3.258096538,2.847812144,3.258096538,1.098612289,2.197224577,0.693147181,1.609437912,A,66,3.258096538,53570.85049,0,0,1
1,4638,10,104,30,52,122,6,17,30,1,13,F,H,"247,300",32,3.270708974,3.289893312,3.258096538,1.386294361,3.496507562,1.098612289,2.397895273,A,73,3.258096538,72198,0,0,0
0,147334,25,113,12,33,77,6,17,30,1,11,M,H,"220,500",29,2.251291799,2.155244505,2.397895273,1.609437912,3.663561646,1.609437912,2.944438979,A,66,2.251291799,53570.85049,0,0,1
0,147592,15,44,12,28,31,5,5,12,0,3,F,U,"364,400",14,3.349904087,3.121042465,3.583518939,1.098612289,1.386294361,0,0,A,59.26291209,2.585531718,53570.85049,1,1,1
0,147576,16,16,12,17,14,5,5,6,0,1,F,U,"350,000",33,3.044522438,3.044522438,3.044522438,0.693147181,0.693147181,0,0,N,59.26291209,2.585531718,53570.85049,1,1,1
0,147629,15,40,13,34,37,6,16,15,1,20,F,H,"221,900",26,2.470638678,2.397895273,2.564949358,1.945910149,2.302585093,1.098612289,1.386294361,A,53,2.48490665,61964,0,0,0
0,13536,18,45,27,48,57,6,17,18,1,13,F,H,"354,400",37,2.564949358,2.602689685,3.044522438,1.791759469,2.564949358,1.609437912,1.945910149,A,69,2.505525937,61964,0,0,0
0,149526,16,20,12,19,16,5,5,7,0,17,F,U,"191,100",15,2.772588722,2.772588722,3.044522438,1.098612289,1.098612289,0,0,N,41,2.585531718,53570.85049,0,1,1
0,147676,18,33,10,27,26,4,12,11,0,15,M,H,"282,300",19,2.397895273,2.397895273,2.772588722,1.386294361,1.386294361,1.098612289,1.098612289,A,67,2.140066164,45164,0,0,0
1,147747,20,127,13,32,70,6,16,32,1,13,F,H,"300,500",26,2.63905733,2.348514025,2.708050201,1.386294361,2.890371758,1.098612289,2.48490665,A,77,2.63905733,47631,0,0,0
1,147758,16,44,16,35,41,6,15,15,1,2,F,U,"564,300",43,2.772588722,2.662355242,2.397895273,1.609437912,1.945910149,1.386294361,1.609437912,A,59.26291209,2.662355242,53570.85049,1,0,1
1,147753,21,36,13,33,33,7,16,15,0,13,F,H,"477,800",32,3.091042453,3.008154794,3.17805383,1.098612289,1.609437912,1.098612289,1.386294361,A,70,3.091042453,109911,0,0,0
1,147841,24,69,12,32,54,6,17,24,0,13,F,H,"562,600",30,4.08311508,3.457892725,3.931825633,1.386294361,2.197224577,1.098612289,1.609437912,A,80,4.33073334,65906,0,0,0
1,147936,15,105,11,25,51,5,12,23,1,1,M,H,"351,100",20,2.054123734,1.867176109,2.079441542,1.791759469,2.772588722,1.098612289,1.791759469,A,7,2.079441542,56609,0,0,0
1,2415,16,20,22,27,27,10,12,12,0,13,F,H,"550,100",22,2.917770732,2.917770732,3.258096538,1.098612289,1.098612289,0.693147181,0.693147181,N,42,2.397895273,82540,0,0,0
0,6511,26,105,15,37,76,7,18,29,1,11,F,H,"400,000",32,2.751748056,2.77570885,2.944438979,1.386294361,3.135494216,0.693147181,2.302585093,A,86,2.397895273,90255,0,0,0
0,148079,17,17,11,16,14,5,7,6,0,14,U,U,"380,100",30,3.258096538,3.258096538,3.258096538,0.693147181,0.693147181,0.693147181,0.693147181,N,59.26291209,3.258096538,53570.85049,1,0,1
1,148143,17,73,8,23,38,4,4,16,1,24,F,H,"399,200",22,2.674148649,2.037316615,3.044522438,1.098612289,2.302585093,0,1.791759469,A,59.26291209,2.585531718,97052,1,1,0
0,148132,19,44,10,28,33,4,12,13,0,34,F,H,"318,500",22,2.772588722,2.539236994,2.772588722,1.098612289,1.386294361,1.098612289,1.386294361,A,47,2.772588722,97052,0,0,0
